filename;author;title;style;genre;date
73532.jpg;397c63db1c7b507d23abff3f8bb0fa18;The Ascension Of Christ;Baroque;religious painting;1636
22278.jpg;397c63db1c7b507d23abff3f8bb0fa18;David Offering the Head of Goliath to King Saul;Baroque;religious painting;1627
92977.jpg;397c63db1c7b507d23abff3f8bb0fa18;Turbaned soldier on horseback;Baroque;genre painting;1632
14344.jpg;397c63db1c7b507d23abff3f8bb0fa18;Self-portrait leaning on a stone sill;Baroque;self-portrait;1639
59410.jpg;397c63db1c7b507d23abff3f8bb0fa18;A Village with a River;Baroque;landscape;1645
94813.jpg;397c63db1c7b507d23abff3f8bb0fa18;Saskia Wearing A Veil;Baroque;portrait;1634
76988.jpg;397c63db1c7b507d23abff3f8bb0fa18;The Stoning Of St. Stephen;Baroque;religious painting;1625
17675.jpg;397c63db1c7b507d23abff3f8bb0fa18;History Painting;Baroque;history painting;1626
42080.jpg;397c63db1c7b507d23abff3f8bb0fa18;Angel Departing from the Family of Tobias;Baroque;religious painting;1641
30818.jpg;397c63db1c7b507d23abff3f8bb0fa18;The agony in the garden;Baroque;religious painting;1657
28450.jpg;397c63db1c7b507d23abff3f8bb0fa18;Balaam's Ass;Baroque;religious painting;1626
44556.jpg;397c63db1c7b507d23abff3f8bb0fa18;Portrait of Nicolas van Bambeeck;Baroque;portrait;1641
96696.jpg;397c63db1c7b507d23abff3f8bb0fa18;Child In A Tantrum;Baroque;sketch and study;c.1635
82593.jpg;397c63db1c7b507d23abff3f8bb0fa18;Rembrandt`s Mother, Seated, Looking to the Right;Baroque;portrait;1631
75274.jpg;397c63db1c7b507d23abff3f8bb0fa18;Jesus and his Parents Returning from Jerusalem;Baroque;religious painting;1654
56999.jpg;397c63db1c7b507d23abff3f8bb0fa18;Saskia Asleep In Bed;Baroque;sketch and study;
11798.jpg;397c63db1c7b507d23abff3f8bb0fa18;The Abduction of Ganymede;Baroque;mythological painting;1635
52471.jpg;397c63db1c7b507d23abff3f8bb0fa18;Joseph tells his dreams to his parents and brothers;Baroque;religious painting;
72424.jpg;397c63db1c7b507d23abff3f8bb0fa18;The Three Crosses;Baroque;religious painting;1653
92937.jpg;397c63db1c7b507d23abff3f8bb0fa18;Peter and John at the gate of the Temple;Baroque;religious painting;1629
96205.jpg;397c63db1c7b507d23abff3f8bb0fa18;Maria Trip;Baroque;sketch and study;1639
1054.jpg;397c63db1c7b507d23abff3f8bb0fa18;Mater Dolorosa;Baroque;portrait;1660
23788.jpg;397c63db1c7b507d23abff3f8bb0fa18;Seated Female Nude;Baroque;nude painting (nu);c.1631
26614.jpg;397c63db1c7b507d23abff3f8bb0fa18;Landscape with a Man Sketching a Scene;Baroque;landscape;1645
52316.jpg;397c63db1c7b507d23abff3f8bb0fa18;Landscape with a fisherman;Baroque;landscape;1652
7327.jpg;397c63db1c7b507d23abff3f8bb0fa18;Baerte Martens, Wife of Herman Doomer;Baroque;portrait;
48972.jpg;397c63db1c7b507d23abff3f8bb0fa18;The Supper at Emmaus;Baroque;religious painting;
47257.jpg;397c63db1c7b507d23abff3f8bb0fa18;Christ Resurected;Baroque;religious painting;1634
49976.jpg;397c63db1c7b507d23abff3f8bb0fa18;Old Man with Flowing Beard, Looking down Left;Baroque;portrait;
9647.jpg;397c63db1c7b507d23abff3f8bb0fa18;Portrait of Jan Asselyn;Baroque;portrait;1647
80583.jpg;397c63db1c7b507d23abff3f8bb0fa18;Boys Cup;Baroque;portrait;
32365.jpg;397c63db1c7b507d23abff3f8bb0fa18;Joseph Accused by Potiphar's Wife;Baroque;religious painting;1655
57883.jpg;397c63db1c7b507d23abff3f8bb0fa18;Portrait of Margheride Geer, Wife of Jacob Trip;Baroque;portrait;
28612.jpg;397c63db1c7b507d23abff3f8bb0fa18;Tobias Cured With His Son;Baroque;religious painting;1636
51790.jpg;397c63db1c7b507d23abff3f8bb0fa18;The Bull;Baroque;animal painting;1650
21966.jpg;397c63db1c7b507d23abff3f8bb0fa18;A Man with a Short Beard and Embroidered Cloak;Baroque;portrait;1631
81735.jpg;397c63db1c7b507d23abff3f8bb0fa18;Portrait of Philips Lucasz;Baroque;portrait;1635
74311.jpg;397c63db1c7b507d23abff3f8bb0fa18;An Old Man, Wearing a Rich Velvet Cap;Baroque;portrait;1637
56136.jpg;397c63db1c7b507d23abff3f8bb0fa18;Portrait of a man in military costume;Baroque;portrait;1650
2515.jpg;397c63db1c7b507d23abff3f8bb0fa18;Jesus Disputing with the Doctors the Smaller Print;Baroque;sketch and study;1654
43241.jpg;397c63db1c7b507d23abff3f8bb0fa18;The Synagogue;Baroque;genre painting;1648
68004.jpg;397c63db1c7b507d23abff3f8bb0fa18;Titus Reading;Baroque;portrait;1657
76104.jpg;397c63db1c7b507d23abff3f8bb0fa18;Jesus Disputing the Doctors a Larger Print;Baroque;sketch and study;1652
68920.jpg;397c63db1c7b507d23abff3f8bb0fa18;A Repose In Outline;Baroque;sketch and study;1645
27646.jpg;397c63db1c7b507d23abff3f8bb0fa18;The Vista;Baroque;landscape;1652
64742.jpg;397c63db1c7b507d23abff3f8bb0fa18;A Man with Curly Hair;Baroque;sketch and study;1635
35259.jpg;397c63db1c7b507d23abff3f8bb0fa18;The Boathouse called a Grotto with a Brook;Baroque;landscape;1645
42097.jpg;397c63db1c7b507d23abff3f8bb0fa18;Jan Six;Baroque;portrait;1654
95297.jpg;397c63db1c7b507d23abff3f8bb0fa18;A Village with a Square Tower;Baroque;landscape;1650
12956.jpg;397c63db1c7b507d23abff3f8bb0fa18;Artist in his Studio;Baroque;genre painting;1626
102408.jpg;397c63db1c7b507d23abff3f8bb0fa18;Man Sharpening a Quill;Baroque;portrait;1632
77908.jpg;397c63db1c7b507d23abff3f8bb0fa18;Diana at the Bath;Baroque;sketch and study;1631
93570.jpg;397c63db1c7b507d23abff3f8bb0fa18;The Abduction of Proserpina;Baroque;mythological painting;
8655.jpg;397c63db1c7b507d23abff3f8bb0fa18;An Old Man with a Beard;Baroque;portrait;1630
10288.jpg;397c63db1c7b507d23abff3f8bb0fa18;Portrait of Herman Doomer;Baroque;portrait;1640
86636.jpg;397c63db1c7b507d23abff3f8bb0fa18;Cupid Blowing Soap Bubbles;Baroque;mythological painting;1634
27588.jpg;397c63db1c7b507d23abff3f8bb0fa18;Jan Cornelis Sylvius;Baroque;portrait;1634
34461.jpg;397c63db1c7b507d23abff3f8bb0fa18;Deposition from the Cross;Baroque;religious painting;1634
5843.jpg;397c63db1c7b507d23abff3f8bb0fa18;Jacob Tripp;Baroque;portrait;
47731.jpg;397c63db1c7b507d23abff3f8bb0fa18;A Man in Armour;Baroque;portrait;1655
92184.jpg;397c63db1c7b507d23abff3f8bb0fa18;Bust of an Old Woman, Rembrandt`s Mother;Baroque;portrait;1628
91095.jpg;397c63db1c7b507d23abff3f8bb0fa18;The Spanish Gypsy;Baroque;genre painting;1644
83541.jpg;397c63db1c7b507d23abff3f8bb0fa18;Old Man with a Black Hat and Gorget;Baroque;portrait;
37098.jpg;397c63db1c7b507d23abff3f8bb0fa18;Portrait of a Couple in an Interior;Baroque;portrait;
65315.jpg;397c63db1c7b507d23abff3f8bb0fa18;Portrait of Jacob III de Gheyn;Baroque;portrait;
79845.jpg;397c63db1c7b507d23abff3f8bb0fa18;Susanna und die beiden Alten;Baroque;sketch and study;1634
32742.jpg;397c63db1c7b507d23abff3f8bb0fa18;A Man Playing Cards;Baroque;portrait;1641
102434.jpg;397c63db1c7b507d23abff3f8bb0fa18;Saskia van Uylenburgh in Arcadian Costume;Baroque;portrait;1635
65477.jpg;397c63db1c7b507d23abff3f8bb0fa18;Simon with Jesus;Baroque;religious painting;1669
101501.jpg;397c63db1c7b507d23abff3f8bb0fa18;Virgin and child in the clouds;Baroque;sketch and study;1641
93756.jpg;397c63db1c7b507d23abff3f8bb0fa18;Charitable Samaritan (also known as The Good Samaritan);Baroque;religious painting;1638
5914.jpg;397c63db1c7b507d23abff3f8bb0fa18;Old man Dressed as Saint Paul;Baroque;portrait;1632
73744.jpg;397c63db1c7b507d23abff3f8bb0fa18;Saskia In A Straw Hat;Baroque;sketch and study;1633
34030.jpg;397c63db1c7b507d23abff3f8bb0fa18;Sketch of a Tree;Baroque;sketch and study;1638
26762.jpg;397c63db1c7b507d23abff3f8bb0fa18;Polish Nobleman;Baroque;portrait;1637
10602.jpg;397c63db1c7b507d23abff3f8bb0fa18;The Apostle Bartholomew;Baroque;religious painting;1661
79858.jpg;397c63db1c7b507d23abff3f8bb0fa18;A Polander Walking Towards the Right;Baroque;sketch and study;1635
57836.jpg;397c63db1c7b507d23abff3f8bb0fa18;Two Negroes;Baroque;portrait;1661
33772.jpg;397c63db1c7b507d23abff3f8bb0fa18;Ecce Homo;Baroque;religious painting;1634
68369.jpg;397c63db1c7b507d23abff3f8bb0fa18;Portrait Of Maerten Soolmans;Baroque;portrait;1634
55209.jpg;397c63db1c7b507d23abff3f8bb0fa18;Wittenboogaert, The Gold Weigher ;Baroque;genre painting;1639
64105.jpg;397c63db1c7b507d23abff3f8bb0fa18;Apostle Paul;Baroque;religious painting;1635
97424.jpg;397c63db1c7b507d23abff3f8bb0fa18;The Agony in the Garden;Baroque;sketch and study;1655
82781.jpg;397c63db1c7b507d23abff3f8bb0fa18;An Old Woman, Sleeping;Baroque;portrait;1635
13006.jpg;397c63db1c7b507d23abff3f8bb0fa18;Christ and St. Mary Magdalene at the Tomb;Baroque;religious painting;1638
99397.jpg;397c63db1c7b507d23abff3f8bb0fa18;Portrait of a Gentleman with a Tall Hat and Gloves;Baroque;portrait;1660
80805.jpg;397c63db1c7b507d23abff3f8bb0fa18;Two Women Teaching a Child to Walk;Baroque;sketch and study;
27203.jpg;397c63db1c7b507d23abff3f8bb0fa18;Jacob III de Gheyn;Baroque;portrait;1632
8217.jpg;397c63db1c7b507d23abff3f8bb0fa18;The Crucifixion a Square Small Plate;Baroque;religious painting;1634
36341.jpg;397c63db1c7b507d23abff3f8bb0fa18;Portrait of a Boy;Baroque;sketch and study;1641
40974.jpg;397c63db1c7b507d23abff3f8bb0fa18;The Conspiracy of Claudius Civilis;Baroque;genre painting;1662
21030.jpg;397c63db1c7b507d23abff3f8bb0fa18;Self-portrait in studio attire;Baroque;self-portrait;c.1655
66854.jpg;397c63db1c7b507d23abff3f8bb0fa18;Three Peasants Travelling;Baroque;sketch and study;1652
97821.jpg;397c63db1c7b507d23abff3f8bb0fa18;An Old Man with a Large Beard;Baroque;portrait;1630
41042.jpg;397c63db1c7b507d23abff3f8bb0fa18;A Ragged Peasant with his Hands Behind Him;Baroque;sketch and study;1635
90030.jpg;397c63db1c7b507d23abff3f8bb0fa18;Susanna and the Elders;Baroque;religious painting;1647
2739.jpg;397c63db1c7b507d23abff3f8bb0fa18;Portrait of a Man;Baroque;portrait;1667
5067.jpg;397c63db1c7b507d23abff3f8bb0fa18;Philosopher Reading;Baroque;genre painting;1631
38343.jpg;397c63db1c7b507d23abff3f8bb0fa18;Minerva;Baroque;mythological painting;1632
10525.jpg;397c63db1c7b507d23abff3f8bb0fa18;Ephraim Bonus (The Jew with the Banister);Baroque;portrait;1647
39804.jpg;397c63db1c7b507d23abff3f8bb0fa18;An Elephant;Baroque;animal painting;1637
84519.jpg;397c63db1c7b507d23abff3f8bb0fa18;The Visitation;Baroque;genre painting;1640
39106.jpg;397c63db1c7b507d23abff3f8bb0fa18;Old Rabbi;Baroque;portrait;
53193.jpg;397c63db1c7b507d23abff3f8bb0fa18;An Artist Drawing from a Model;Baroque;sketch and study;1648
11452.jpg;397c63db1c7b507d23abff3f8bb0fa18;Portrait of a young man;Baroque;portrait;1663
18967.jpg;397c63db1c7b507d23abff3f8bb0fa18;Portrait of Titus, Rembrandt`s Son;Baroque;sketch and study;1652
36997.jpg;397c63db1c7b507d23abff3f8bb0fa18;The Woman taken in Adultery;Baroque;genre painting;1644
1327.jpg;397c63db1c7b507d23abff3f8bb0fa18;Head and Bust, Full Face;Baroque;portrait;1630
99065.jpg;397c63db1c7b507d23abff3f8bb0fa18;Jacob Haring Portrait (The Old Haring );Baroque;portrait;1655
88720.jpg;397c63db1c7b507d23abff3f8bb0fa18;Portrait of Coppenol;Baroque;portrait;1658
8009.jpg;397c63db1c7b507d23abff3f8bb0fa18;Rembrandt`s Mother in a Widow`s Dress;Baroque;portrait;1632
59920.jpg;397c63db1c7b507d23abff3f8bb0fa18;Bust of an Old Man with a Beret;Baroque;portrait;1631
48695.jpg;397c63db1c7b507d23abff3f8bb0fa18;Jacob with Laban;Baroque;religious painting;1644
74065.jpg;397c63db1c7b507d23abff3f8bb0fa18;Lucretia;Baroque;portrait;1666
22966.jpg;397c63db1c7b507d23abff3f8bb0fa18;Portrait of Nicolaes Ruts;Baroque;portrait;1631
92600.jpg;397c63db1c7b507d23abff3f8bb0fa18;Christ in the Storm;Baroque;religious painting;1633
74064.jpg;397c63db1c7b507d23abff3f8bb0fa18;Man Standing Up;Baroque;portrait;1632
74710.jpg;397c63db1c7b507d23abff3f8bb0fa18;Supper at Emmaus;Baroque;religious painting;1649
99442.jpg;d09f796f2b0aa11dffc88badd9806119;Storm at sea;Romanticism;marina;1873
81750.jpg;d09f796f2b0aa11dffc88badd9806119;The Ninth Wave;Romanticism;marina;1850
82140.jpg;d09f796f2b0aa11dffc88badd9806119;The Black Sea;Romanticism;marina;
74871.jpg;d09f796f2b0aa11dffc88badd9806119;American Shipping off the Rock of Gibraltar;Romanticism;marina;1873
51238.jpg;d09f796f2b0aa11dffc88badd9806119;Battle of Cesme at Night;Romanticism;battle painting;1848
7390.jpg;d09f796f2b0aa11dffc88badd9806119;Brig  Mercury Attacked by Two Turkish Ships;Romanticism;marina;1892
60316.jpg;d09f796f2b0aa11dffc88badd9806119;Battle of Sinop;Romanticism;battle painting;1853
83695.jpg;d09f796f2b0aa11dffc88badd9806119;Reval ;Romanticism;marina;
93943.jpg;d09f796f2b0aa11dffc88badd9806119;Chumaks leisure;Romanticism;genre painting;1885
4184.jpg;d09f796f2b0aa11dffc88badd9806119;Meeting of the Brig Mercury with the Russian Squadron After the Defeat of Two Turkish Battleships;Romanticism;marina;1848
80901.jpg;d09f796f2b0aa11dffc88badd9806119;Kerch;Romanticism;cityscape;1839
10214.jpg;d09f796f2b0aa11dffc88badd9806119;Ox train on the steppe;Romanticism;genre painting;
91171.jpg;d09f796f2b0aa11dffc88badd9806119;Arrival of Peter I on the Neva ;Romanticism;landscape;1853
44523.jpg;d09f796f2b0aa11dffc88badd9806119;Sea battle near Vyborg;Romanticism;battle painting;1846
47220.jpg;d09f796f2b0aa11dffc88badd9806119;Black Sea Fleet in the Bay of Feodosia, just before the Crimean War;Romanticism;marina;1890
25010.jpg;d09f796f2b0aa11dffc88badd9806119;Parade of the Black Sea Fleet;Romanticism;marina;
21538.jpg;d09f796f2b0aa11dffc88badd9806119;View of the Big Cascade in Petergof and the Great Palace of Petergof;Romanticism;cityscape;1837
37850.jpg;d09f796f2b0aa11dffc88badd9806119;The Landing at Subashi;Romanticism;marina;1839
75321.jpg;d09f796f2b0aa11dffc88badd9806119;The capture of Turkish nave on Black sea;Romanticism;marina;1877
63271.jpg;d09f796f2b0aa11dffc88badd9806119;The Battle of Navarino;Romanticism;battle painting;1846
10533.jpg;d09f796f2b0aa11dffc88badd9806119;Rescue at Sea;Romanticism;marina;1872
34320.jpg;d09f796f2b0aa11dffc88badd9806119;Jesus walks on water;Romanticism;religious painting;1888
10561.jpg;d09f796f2b0aa11dffc88badd9806119;Ox Cart Crossing a Flooded Plain;Romanticism;genre painting;1897
27144.jpg;d09f796f2b0aa11dffc88badd9806119;Boat Ride by Kumkapi in Constantinople  ;Romanticism;genre painting;1846
89386.jpg;d09f796f2b0aa11dffc88badd9806119;A Rocky Coastal Landscape in the Aegean;Romanticism;landscape;1884
82491.jpg;d09f796f2b0aa11dffc88badd9806119;Constantinople;Romanticism;cityscape;1856
97459.jpg;d09f796f2b0aa11dffc88badd9806119;Fishermen Returning Near Naples;Romanticism;landscape;1874
598.jpg;d09f796f2b0aa11dffc88badd9806119;Russian squadron on the raid of Sevastopol;Romanticism;genre painting;1846
17227.jpg;d09f796f2b0aa11dffc88badd9806119;View of Yalta;Romanticism;landscape;1867
28230.jpg;d09f796f2b0aa11dffc88badd9806119;Coffee house by the Ortaköy Mosque in Constantinople   ;Romanticism;genre painting;1846
85738.jpg;d09f796f2b0aa11dffc88badd9806119;Dusk on the Golden Horn   ;Romanticism;cityscape;1845
15532.jpg;d09f796f2b0aa11dffc88badd9806119;Battle of Chios on 24 June, 1770;Romanticism;battle painting;1848
25976.jpg;d09f796f2b0aa11dffc88badd9806119;The Island of Rhodes   ;Romanticism;landscape;1861
51694.jpg;d09f796f2b0aa11dffc88badd9806119;Ice Breakers on the Frozen Neva in St. Petersburg;Romanticism;landscape;1877
96100.jpg;d09f796f2b0aa11dffc88badd9806119;Deluge;Romanticism;religious painting;1864
61184.jpg;d09f796f2b0aa11dffc88badd9806119;Gunboat off Crete;Romanticism;marina;1897
94542.jpg;d09f796f2b0aa11dffc88badd9806119;Venice;Romanticism;cityscape;1874
97601.jpg;d09f796f2b0aa11dffc88badd9806119;Lake Maggiore in the Evening;Romanticism;landscape;1858
23113.jpg;d09f796f2b0aa11dffc88badd9806119;Alexander II Crossing the Danube;Romanticism;landscape;1878
53065.jpg;d09f796f2b0aa11dffc88badd9806119;View of Tiflis;Romanticism;landscape;1869
21211.jpg;d09f796f2b0aa11dffc88badd9806119;Constantinople Sunset;Romanticism;cityscape;1899
59010.jpg;d09f796f2b0aa11dffc88badd9806119;Frozen Bosphorus Under Snow;Romanticism;marina;1874
59147.jpg;d09f796f2b0aa11dffc88badd9806119;View of Tiflis;Romanticism;cityscape;1868
31664.jpg;d09f796f2b0aa11dffc88badd9806119;Bay of Naples;Romanticism;landscape;1845
89244.jpg;d09f796f2b0aa11dffc88badd9806119;Crimean Tartars on the Sea Shore;Romanticism;landscape;1850
23402.jpg;d09f796f2b0aa11dffc88badd9806119;Loading Provisions off the Crimean Coast;Romanticism;landscape;1876
56229.jpg;d09f796f2b0aa11dffc88badd9806119;Sevastopol;Romanticism;marina;1852
18598.jpg;d09f796f2b0aa11dffc88badd9806119;Ships in a Storm  ;Romanticism;marina;1860
84934.jpg;d09f796f2b0aa11dffc88badd9806119;Moscow in Winter from the Sparrow Hills  ;Romanticism;landscape;1872
73714.jpg;d09f796f2b0aa11dffc88badd9806119;Winter Scene in Little Russia   ;Romanticism;genre painting;1868
92679.jpg;d09f796f2b0aa11dffc88badd9806119;Little Russian Ox Cart in Winter   ;Romanticism;genre painting;1866
93361.jpg;d09f796f2b0aa11dffc88badd9806119;Constantinople;Romanticism;landscape;1880
7073.jpg;d09f796f2b0aa11dffc88badd9806119;View of Moscow from Sparrow Hills;Romanticism;landscape;1851
7714.jpg;d09f796f2b0aa11dffc88badd9806119;Exploding Ship   ;Romanticism;marina;1900
71438.jpg;d09f796f2b0aa11dffc88badd9806119;Ice in the Dnieper;Romanticism;landscape;1872
52994.jpg;d09f796f2b0aa11dffc88badd9806119;Byron in Venice;Romanticism;cityscape;
11130.jpg;d09f796f2b0aa11dffc88badd9806119;Ships of Columbus;Romanticism;marina;1880
65715.jpg;d09f796f2b0aa11dffc88badd9806119;View of the Bosporus;Romanticism;cityscape;1878
37926.jpg;d09f796f2b0aa11dffc88badd9806119;View of Odessa from the sea;Romanticism;marina;1865
90416.jpg;d09f796f2b0aa11dffc88badd9806119;The Wrath Of The Seas;Romanticism;marina;1886
51786.jpg;d09f796f2b0aa11dffc88badd9806119;The Sea. Koktebel.;Romanticism;marina;1853
50570.jpg;d09f796f2b0aa11dffc88badd9806119;Self-portrait ;Romanticism;self-portrait;1874
55311.jpg;d09f796f2b0aa11dffc88badd9806119;View of Leandrovsk tower in Constantinople;Romanticism;marina;1848
45148.jpg;d09f796f2b0aa11dffc88badd9806119;The Ruins of Pompeii;Romanticism;history painting;1889
47512.jpg;d09f796f2b0aa11dffc88badd9806119;On the sea;Romanticism;marina;
15907.jpg;d09f796f2b0aa11dffc88badd9806119;Strong wind;Romanticism;marina;1856
91349.jpg;d09f796f2b0aa11dffc88badd9806119;Pushkin's Farewell to the Black Sea;Romanticism;portrait;1877
86466.jpg;d09f796f2b0aa11dffc88badd9806119;Wedding in Ukraine;Romanticism;genre painting;1892
20904.jpg;d09f796f2b0aa11dffc88badd9806119;Sea on a moonlit night;Romanticism;marina;1858
39902.jpg;d09f796f2b0aa11dffc88badd9806119;View of Yalta in evening;Romanticism;landscape;1870
6197.jpg;d09f796f2b0aa11dffc88badd9806119;Mountain Village Gunib in Daghestan View from the East;Romanticism;landscape;1869
14818.jpg;d09f796f2b0aa11dffc88badd9806119;Malaga;Romanticism;cityscape;1854
40830.jpg;d09f796f2b0aa11dffc88badd9806119;Tempest;Romanticism;marina;1872
52233.jpg;d09f796f2b0aa11dffc88badd9806119;The Shipwreck;Romanticism;marina;1876
73777.jpg;d09f796f2b0aa11dffc88badd9806119;Fortress at the Sea;Romanticism;landscape;
55466.jpg;d09f796f2b0aa11dffc88badd9806119;Moonlit Night on the Bosphorus;Romanticism;cityscape;1894
95383.jpg;d09f796f2b0aa11dffc88badd9806119;On the storm;Romanticism;marina;1872
11902.jpg;d09f796f2b0aa11dffc88badd9806119;The Daryal canyon;Romanticism;landscape;1855
3175.jpg;d09f796f2b0aa11dffc88badd9806119;The sunset;Romanticism;marina;1866
68358.jpg;d09f796f2b0aa11dffc88badd9806119;Tempest. Sunset;Romanticism;marina;1856
12529.jpg;d09f796f2b0aa11dffc88badd9806119;Darial Gorge;Romanticism;landscape;1868
61402.jpg;d09f796f2b0aa11dffc88badd9806119;Bathing of a sheeps;Romanticism;landscape;1877
56290.jpg;d09f796f2b0aa11dffc88badd9806119;The ship thrown on the rocks ;Romanticism;marina;1874
93742.jpg;d09f796f2b0aa11dffc88badd9806119;The Tempest near rocks;Romanticism;marina;1875
77054.jpg;d09f796f2b0aa11dffc88badd9806119;The sunset on sea;Romanticism;marina;1866
26669.jpg;d09f796f2b0aa11dffc88badd9806119;Sailing ship;Romanticism;marina;
94298.jpg;d09f796f2b0aa11dffc88badd9806119;Sea coast;Romanticism;marina;1840
84626.jpg;d09f796f2b0aa11dffc88badd9806119;Cristofor Columb;Romanticism;marina;1875
40136.jpg;d09f796f2b0aa11dffc88badd9806119;Clouds above a sea calm;Romanticism;marina;1889
21801.jpg;d09f796f2b0aa11dffc88badd9806119;Sea;Romanticism;marina;1882
88852.jpg;d09f796f2b0aa11dffc88badd9806119;Calm sea. Rocky coast;Romanticism;landscape;1860
626.jpg;d09f796f2b0aa11dffc88badd9806119;Tempest;Romanticism;landscape;1850
55947.jpg;d09f796f2b0aa11dffc88badd9806119;Storm at Sea;Romanticism;marina;1893
81173.jpg;d09f796f2b0aa11dffc88badd9806119;Coast of sea at night;Romanticism;marina;1847
70380.jpg;d09f796f2b0aa11dffc88badd9806119;Windmill on the Sea Coast;Romanticism;landscape;1851
42177.jpg;d09f796f2b0aa11dffc88badd9806119;River Rioni. Georgia;Romanticism;landscape;1880
46623.jpg;d09f796f2b0aa11dffc88badd9806119;The ships on rough sea, sunrise;Romanticism;marina;1871
25330.jpg;d09f796f2b0aa11dffc88badd9806119;Portrait of the Artist's Wife Anna Burnazyan;Romanticism;portrait;1882
35217.jpg;d09f796f2b0aa11dffc88badd9806119;Fishermen on the Shore;Romanticism;marina;
5879.jpg;d09f796f2b0aa11dffc88badd9806119;Seascape;Romanticism;marina;1874
84612.jpg;d09f796f2b0aa11dffc88badd9806119;Wreck of a Merchant Ship in the Open Sea (Shipwreck);Romanticism;marina;1883
70441.jpg;d09f796f2b0aa11dffc88badd9806119;Sea channel with lighthouse;Romanticism;landscape;1873
28822.jpg;d09f796f2b0aa11dffc88badd9806119;Troika in the steppe;Romanticism;landscape;1882
68221.jpg;d09f796f2b0aa11dffc88badd9806119;Evening at Sea;Romanticism;marina;
49088.jpg;d09f796f2b0aa11dffc88badd9806119;Tempest on the sea at nidht;Romanticism;marina;1849
9561.jpg;d09f796f2b0aa11dffc88badd9806119;View Of The Ayu Dag, Crimea;Romanticism;landscape;1868
59114.jpg;d09f796f2b0aa11dffc88badd9806119;Windmills in the Ukrainian steppe at sunset;Romanticism;landscape;1862
26409.jpg;d09f796f2b0aa11dffc88badd9806119;Sand Pebbles;Romanticism;marina;
29683.jpg;d09f796f2b0aa11dffc88badd9806119;The Mary Caught in a Storm;Romanticism;marina;1892
14341.jpg;d09f796f2b0aa11dffc88badd9806119;Seascape;Romanticism;marina;1871
22631.jpg;d09f796f2b0aa11dffc88badd9806119;Stormy Sea;Romanticism;marina;1868
34796.jpg;d09f796f2b0aa11dffc88badd9806119;The Shipwreck;Romanticism;marina;1865
48136.jpg;d09f796f2b0aa11dffc88badd9806119;The Acropolis of Athens;Romanticism;cityscape;1883
39608.jpg;d09f796f2b0aa11dffc88badd9806119;Explosion of Arkadion Monastery on Crete in 1866;Romanticism;history painting;1867
25769.jpg;d09f796f2b0aa11dffc88badd9806119;Seascape;Romanticism;landscape;
16275.jpg;d09f796f2b0aa11dffc88badd9806119;The mountain Ararat;Romanticism;landscape;1885
74711.jpg;d09f796f2b0aa11dffc88badd9806119;View of Crimea;Romanticism;marina;1851
83455.jpg;d09f796f2b0aa11dffc88badd9806119;Night near Yalta;Romanticism;landscape;1866
76647.jpg;d09f796f2b0aa11dffc88badd9806119;Sea with a ship;Romanticism;marina;
81249.jpg;d09f796f2b0aa11dffc88badd9806119;The Black Sea at night;Romanticism;marina;
48657.jpg;d09f796f2b0aa11dffc88badd9806119;Tempest by coast of Nice;Romanticism;marina;1885
76080.jpg;d09f796f2b0aa11dffc88badd9806119;View of seaside town;Romanticism;cityscape;1877
45903.jpg;d09f796f2b0aa11dffc88badd9806119;Range of the Caucasus mountains;Romanticism;landscape;1869
19586.jpg;d09f796f2b0aa11dffc88badd9806119;Self-portrait ;Romanticism;self-portrait;1880
41636.jpg;d09f796f2b0aa11dffc88badd9806119;Icebergs in the Atlantic;Romanticism;landscape;1870
97561.jpg;d09f796f2b0aa11dffc88badd9806119;The Sunrize in Feodosiya;Romanticism;marina;1855
27472.jpg;d09f796f2b0aa11dffc88badd9806119;Rocks in the mist;Romanticism;marina;1890
25688.jpg;d09f796f2b0aa11dffc88badd9806119;The Shipwreck;Romanticism;marina;
36418.jpg;d09f796f2b0aa11dffc88badd9806119;Ship in a storm;Romanticism;marina;1891
6590.jpg;d09f796f2b0aa11dffc88badd9806119;Pushkin and Countess Raevskaya by the sea near Gurzuf and Partenit;Romanticism;landscape;1886
102298.jpg;d09f796f2b0aa11dffc88badd9806119;Lunar night;Romanticism;marina;1857
6307.jpg;d09f796f2b0aa11dffc88badd9806119;Seascape in Crimea;Romanticism;marina;1866
26950.jpg;d09f796f2b0aa11dffc88badd9806119;View of the Golden Horn;Romanticism;landscape;
64602.jpg;d09f796f2b0aa11dffc88badd9806119;View of the Coast Near St. Petersburg;Romanticism;landscape;1835
99925.jpg;d09f796f2b0aa11dffc88badd9806119;Sea before storm;Romanticism;marina;1856
57956.jpg;d09f796f2b0aa11dffc88badd9806119;Embankment of oriental town;Romanticism;cityscape;1862
16652.jpg;d09f796f2b0aa11dffc88badd9806119;Moonlit night beside the sea;Romanticism;cityscape;1847
66540.jpg;d09f796f2b0aa11dffc88badd9806119;View of Moscow from Sparrow Hills;Romanticism;landscape;1848
31129.jpg;d09f796f2b0aa11dffc88badd9806119;Sea coast. Farewell;Romanticism;marina;1868
37851.jpg;d09f796f2b0aa11dffc88badd9806119;Neva;Romanticism;landscape;
50575.jpg;d09f796f2b0aa11dffc88badd9806119;The Tempest ;Romanticism;marina;1886
